language,source_id,toxic,detox,afrihate_label,judge_decision,human_decision,human_comments,edited_detox
Yorùbá,test_yoruba_00274,ọgbọ́n inú ọlọ́gbọ́n ni ọlọ́gbọ́n fi ńjẹun aṣièrè èèyàn kò mọ ìmọ̀ràn araa rẹ̀ẹ́ gbà a díá fún ọ̀rúnmìlà,"ọgbọ́n inú ọlọ́gbọ́n ni ọlọ́gbọ́n fi ńjẹun, ẹni tí kò ní ìmòye kò mọ ìmọ̀ràn araa rẹ̀ẹ́ gbà a díá fún ọ̀rúnmìlà",Abuse,accepted,,,
Yorùbá,dev_yoruba_00275,"""maṣe dibo fun awọn ole. eniyan ti o kan le gba owo lati ijoba lati ṣiṣe owo ebi. jọwọ maṣe dibo fun ole URL",mase dibo fun awon eni ti n se iwa ibaje. eniyan ti o kan le gba owo lati ijoba fun inawo ebi. jowo mase dibo fun awon eni ti n se iwa ibaje URL,Abuse,accepted,,,
Yorùbá,train_yoruba_02399,"""@username oni sorire,oloburuku,irandinran e lon bawi oloshi omo ale.""","@username oni sorire, e lo n bawi, iwa yin nilo itunse.",Abuse,accepted,,,
Yorùbá,dev_yoruba_00552,"""oloshi ni parrot yi oooo""",parrot yi ko dara oooo,Abuse,accepted,,,
Yorùbá,train_yoruba_03174,ìwọ tí wọ́n pè ní tí o sì ń jẹ́ o ní láti lọ wẹ orí ẹ aboajá ló ń jẹ́ bẹ́ẹ̀ ọ̀rọ̀ èébú sì ni lo wo ibi tí ti ṣẹ̀ wá,"Ìwọ nílò láti ronu síi; o ń lo ọ̀rọ̀ èébú, wo ibi tí ìṣòro ti ṣẹ̀lẹ̀ wá.",Abuse,accepted,,,
Yorùbá,train_yoruba_00884,"""@username ómò ale jati jati ni won""",@username ìwà wọn kò dáa rárá.,Abuse,accepted,,,
Yorùbá,train_yoruba_00958,"""oti gbagbe ni !!! omo ale lasan URL",oti gbagbe ni !!! iwa re nilo itunse die URL,Abuse,accepted,,,
Yorùbá,train_yoruba_03071,Ahhh... O kuku gbo ede Yoruba... O ti lule,Ahhh... O kuku gbo ede Yoruba... O nilo imulo sii,Abuse,accepted,,,
Yorùbá,train_yoruba_03067,"""to all whom it may concern, ori yin ti daru😡""","to all whom it may concern, ẹ̀rò yín ní àǹfààní láti dara síi",Abuse,accepted,,,
Yorùbá,train_yoruba_00949,"""@username awon eleyi buru""",@username awon eleyi le dara sii,Abuse,accepted,,,
Yorùbá,train_yoruba_00189,"""ko de ni wa ragba fún e to fi handle werey tweet radarada yii URL",ko de ni wa ragba fun e to fi handle re tweet eyi to nilo atunse URL,Abuse,accepted,,,
Yorùbá,train_yoruba_01992,bí a bá wí tàì wí nípa nínífẹ̀ sí àṣà yorùbá àwọn aláìmọ̀kànmọ̀kan wọ́n á máa ní abọ̀rìṣà ni babaláwo ni ó ṣe,"bí a bá wí tàì wí nípa nínífẹ̀ sí àṣà Yorùbá, àwọn tí nílò ìmọ̀ síi wọ́n á máa ní abọ̀rìṣà ni, babaláwo ni ó ṣe",Abuse,accepted,,,
Yorùbá,train_yoruba_02791,"""eranko ni bobo yen. 😂 URL",Bobo yen nilo lati dara sii. 😂 URL,Abuse,accepted,,,
isiXhosa,train_isixhosa_00878,@username siyeke isibhanxa sisi,siyeke le nto sisi,Abuse,accepted,,,
isiXhosa,train_isixhosa_00607,umgowo womjolo undenzela ikaka😩,umgowo womjolo undenza ndicaphuke😩,Abuse,accepted,,,
isiXhosa,train_isixhosa_01521,"kubetha u10 ngoku, kunini ndisithi ndizofunda, inene igqwirha elindibulalayo inoba lihamba nomthandazo phakathi, soze uve!","kubetha u10 ngoku, kunini ndisithi ndizofunda, inene umntu endicinga ukuba unokundilimaza noba ehamba nomthandazo phakathi, andazi ukuba uza kuyiva!",Abuse,accepted,,,
isiXhosa,train_isixhosa_01153,@username ngakufonela mgodoyi ulibele ukubhiyoza.,@username ndakufonela kodwa ulibele ukubhiyoza.,Abuse,accepted,,,
isiXhosa,train_isixhosa_01455,@username empeleni bathi uliqaba kwakhona lokho abakushoyo kuyabheda angithi iqaba ngumuntu okhuluma kungathi udilika eweni ongenaso isisoka,"@username empeleni bathi ubonakala uhlukile kwakhona; oko abakushoyo kuyabheda, angithi? Kunzima xa umntu ekhuluma sengathi udakile ngenxa yokungabi nesisoka.",Abuse,accepted,,,
isiXhosa,train_isixhosa_00067,oh madoda umthakathi wezindaba @username ,oh madoda umdlali wezindaba @username,Abuse,accepted,,,
isiXhosa,dev_isixhosa_00095,kwedini 😂😭😂😭😂 ungaphinde uthi masikusindise kwezi ntwana URL,Nceda ungaphinde uthi 'masikusindise kwezi ntwana'.,Abuse,accepted,,,
isiXhosa,test_isixhosa_00443,@username uthetha ikaka umbi phi apha kule picture,@username uthetha into embi phi apha kule picture,Abuse,accepted,,,
isiXhosa,train_isixhosa_02206,nomarussia indoda enothando kodwa isidenge. 😂😂😂😂,nomarussia indoda enothando kodwa ayiziphathi ngobulumko. 😂😂😂😂,Abuse,accepted,,,
isiXhosa,train_isixhosa_00554,"""ungandenzi isidenge, ngoba ndikujongile kwi list yo clever awukho"".","Nceda ungadlalisi, ngoba ndikujongile kwi-list ye 'clever' kwaye awukho kuyo.",Abuse,accepted,,,
isiXhosa,train_isixhosa_01618,oh. senziwa isibhanxa 😒😒😒😂😂😂😂😂😂😂 URL,oh. kuyadumaza ukuba bayasihleka 😒😒😒😂😂😂😂😂😂😂,Abuse,accepted,,,
isiXhosa,dev_isixhosa_00045,"ayika zalwa inkazana enondixelela mandithini nge mali yam ,tyini thiza #lrt",Andiyithandi le nto; umntu undixelela ukuba ndenzeni ngemali yam. #lrt,Abuse,accepted,,,
isiXhosa,train_isixhosa_02572,uthini wena mgodoyi??? 😭😭😭🤣🤣🤣 URL,uthini wena mntu??? 😭😭😭🤣🤣🤣 URL,Abuse,accepted,,,
isiXhosa,dev_isixhosa_00438,kunuka ibhentse apha 😳😳😳😳😷,Ibhentshi linuka apha 😳😳😳😳😷,Abuse,accepted,,,
isiXhosa,train_isixhosa_01395,@username subayikaka.indoda ayiyenze lenyo uyenzayo.don't behave like inkwenkwe bharee,"Indoda, ungayenzi lento oyenzayo. Sukuziphatha njengenkwenkwe.",Abuse,accepted,,,
isiXhosa,test_isixhosa_00040,"@username uthini ngoku lo pipi, akanyi perhaps 🤣🤣🤣","@username uthini ngoku lo mntu, akayi mhlawumbi? 🤣🤣🤣",Abuse,accepted,,,
isiXhosa,train_isixhosa_01915,morata uzokwenza ikaka again 😂😂,morata uzokwenza iphutha again 😂😂,Abuse,accepted,,,
isiXhosa,test_isixhosa_00028,niyathanda  undenza  ihule mxm,Niyathanda undenza ndizive ndingahlonitshwa,Abuse,accepted,,,
isiXhosa,train_isixhosa_02610,hahaha sihle shouting out of panic shame umthakathi bamtholile😂😂😂 @username #isibaya,"hahaha sihle uyathuka ngenxa yokoyika, bafumene umthakathi 😂😂😂 @username #isibaya",Abuse,accepted,,,
isiXhosa,test_isixhosa_00458,ndinxila ikaka kodwa.  wow!,ndinxile kakhulu kodwa. wow!,Abuse,accepted,,,
isiXhosa,dev_isixhosa_00302,“uthetha umsunu” 😭😭😭😭😭😭😭😭😂😂😂😂😂😂😂😂😂,“uthetha into engacacanga” 😭😭😭😭😭😭😭😭😂😂😂😂😂😂😂😂😂,Abuse,accepted,,,
isiXhosa,test_isixhosa_00446,ukhaba umnqundu u le roux 😭😭😭😭,u Le Roux undikhathaza 😭😭😭😭,Abuse,accepted,,,
isiXhosa,train_isixhosa_01416,ubani othe mgodoyi ? URL,Ngubani othe umntu wabizwa negama elibi?,Abuse,accepted,,,
isiXhosa,test_isixhosa_00318,"@username hlala apho, siyiyeke injubaqa iye es'tratweni :)","@username hlala apho, siza kuvumela umntu aye esitalatweni :)",Abuse,accepted,,,
isiXhosa,test_isixhosa_00476,"@username umthakathi nje lo, ibhodlela lakho limnyama ngath umuthi, izinto ezenziwa abantu mabevala impumelelo yakho","@username kukho into engaqhelekanga, ibhodlela lakho limnyama ngathi umuthi, izinto ezenziwa ngabantu zingavimba impumelelo yakho",Abuse,accepted,,,
isiXhosa,dev_isixhosa_00519,"umntu athete ikaka, aqibe ahleke","umntu wathi into engamkelekanga, aze ahleke",Abuse,accepted,,,
isiXhosa,train_isixhosa_00831,niyathanda  undenza  ihule mxm,niyathanda undenza ndingahloniphekanga,Abuse,accepted,,,
isiXhosa,test_isixhosa_00129,"lo miss mnisi is not confused, she's both iqili and ixoki.  udinga ibhande nje khona ezoqonda.",Lo Miss Mnisi akadidekile; ubonakala enobuqili kwaye engathembekanga. Udinga ingxoxo nje ukuze aze aqonde.,Abuse,accepted,,,
isiXhosa,dev_isixhosa_00456,@username yiyo lento niqhuba ikaka😂,@username yiyo lento niqhuba 😂,Abuse,accepted,,,
isiXhosa,train_isixhosa_00388,iphixiphixi lomjita liyohlezi liziveza....🤞🏿 some of us see them early! abanye benu bazo bona l8 ....,Iphixiphixi lomjita liyohlala liziveza... abanye bethu bayalibona ekuqaleni; abanye benu baza kulibona kamva.,Abuse,accepted,,,
isiXhosa,train_isixhosa_00623,"🤣 🤣🤣 yeyy oksalayo ikaka yikaka, uxolweni sithi aba wrongo😌 URL","🤣 🤣🤣 yeyy oksalayo akumnandi, uxolo sithi aba abangafanelekanga😌 URL",Abuse,accepted,,,
isiXhosa,train_isixhosa_02302,#100thingsifindannoying is umthakathi especially lo othakatha engazi uzotholani,"#100thingsifindannoying yinkolelo kumthakathi, ngakumbi abantu abenza umthakathi abangachaziyo ukuba baza kwenza ntoni",Abuse,accepted,,,
isiXhosa,train_isixhosa_01659,"undenza imenemene, ndizakubetha","undenza imenemene, ndiza kuyeka ukuthetha nawe.",Abuse,accepted,,,
isiXhosa,dev_isixhosa_00229,@username #ukhozifmtop20 #ripmphomadonsela aw solikhumbula ixoki bakithi kwazekwabuhlungu engukuzwayo imsebenzi yakhe soze yashabalala @username luhamba phambili,"@username #ukhozifmtop20 #ripmphomadonsela Aw, siyamkhumbula. Kwakubuhlungu ukuziva, kodwa imisebenzi yakhe soze yashabalala @username luhamba phambili",Abuse,accepted,,,
isiXhosa,train_isixhosa_00987,"@username ay bawenzile umsunu shame, angifuni ukungasho😪💔","@username wenze into edabukisayo, andifuni ukuyithetha 😪💔",Abuse,accepted,,,
isiXhosa,train_isixhosa_02494,uyasazi isidenge? nguwe tamkhulu URL,Uyazi ukuba udidekile? nguwe tamkhulu URL,Abuse,accepted,,,
isiXhosa,dev_isixhosa_00319,"@username banganya kum. i don’t know how, but andinokwenziwa inkwenkwe olu hlobo mna.","Bayandikhathaza. Andazi indlela, kodwa andinako ukuba yinkwenkwe enjalo.",Abuse,accepted,,,
isiXhosa,dev_isixhosa_00137,kanti khange nithi nilele ezifubeni? thina bantu balele begoniwe nisibiza injubaqa xa kungoku😅😎 URL,Kanti khange nithi nilele ezifubeni? Thina bantu balele begoniwe nisibiza ngamagama angalunganga ngoku 😅😎 URL,Abuse,accepted,,,
isiXhosa,train_isixhosa_02430,yena uyangisiza kodwa uyanuka ☹,yena uyangisiza kodwa unephunga elingemnandi ☹,Abuse,accepted,,,
isiXhosa,train_isixhosa_02475,@username tyhi!?!?!? ogqiba azoveza isidenge asitshatileyo apha... banjani na aba bantu?,@username tyhi!?!?!? ogqiba azoveza ukuziphatha okungaqondakaliyo apha... banjani na aba bantu?,Abuse,accepted,,,
isiXhosa,train_isixhosa_00721,kukho iqhalo elithi ihule lilala kwibedi ngebedi,kukho iqhalo elithi umntu ulala nabantu abaninzi,Abuse,accepted,,,
isiXhosa,train_isixhosa_00837,@username ndifuye ihule apha endlini. icacile. i’m chasing it out ngomso,Ndifumene into apha endlini. Icacile. Ndiza kuyicela ukuba ihambe ngomso.,Abuse,accepted,,,
isiXhosa,train_isixhosa_01347,ngaske ndibeyimpukane kula court room xa isibhanxa segqwetha sidefend(a) icase yokutyelwa 😂😂😂,Ndinqwenela ukuba ndibe yimpukane kule court room xa igqwetha likhusela ityala lokugwetshwa 😂😂😂,Abuse,accepted,,,
isiXhosa,dev_isixhosa_00551,kodwa ke asikawulibali la mgodoyi ungu #mduduzimanana sise busy nje kancinci okwangoku nge #zumavote,kodwa ke asikawulibali lo mntu ongathembekanga ngu #mduduzimanana sise busy nje kancinci okwangoku nge #zumavote,Abuse,accepted,,,
isiXhosa,train_isixhosa_01996,"@username ai cha, umthakathi ngempela bafo URL","@username ai cha, kukho into engaqondakaliyo ngaye, bafo URL",Abuse,accepted,,,
isiXhosa,train_isixhosa_02400,"@username lmao, spi ntwana uyabheda. futsek.","lmao, ntwana, uyakhathaza. ndicela undishiye.",Abuse,accepted,,,
isiXhosa,train_isixhosa_00748,@username loonto lisikelelekile igeza: libanekhomkhom libaleka elangeni imini yonke. mhle unyanomtu ... qha “🗣🎼🎼akanangqondo”,@username loonto lisikelelekile igeza: libanekhomkhom libaleka elangeni imini yonke. mhle unyanomtu ... qha “🗣🎼🎼akayiqondi”,Abuse,accepted,,,
isiXhosa,test_isixhosa_00172,"@username umnqundu wakhe wethu, uthi nditshilo.","@username umntu wethu, uthi nditshilo.",Abuse,accepted,,,
isiXhosa,train_isixhosa_01622,le weather indenza isibhanxa yazi 😠😠😠.,Le weather indenza ndithukuthele yazi.,Abuse,accepted,,,
isiXhosa,dev_isixhosa_00253,rabishi lento...izinqa ezintshwame kanje URL,Le nto ayilunganga... indlela ekhangeleka ngayo iyandicaphukisa kanje URL,Abuse,accepted,,,
isiXhosa,dev_isixhosa_00288,@username futsek sathana suhleka sathana asingawo la maxhegwazana uwatyayo xa ulapha ekapa moerskont,@username Ndicela ungathethi kabi malunga nala maxhegwazana xa ulapha eKapa,Abuse,accepted,,,
isiXhosa,train_isixhosa_00181,@username ulilahle wena kodwa!,Nceda undishiye.,Abuse,accepted,,,
isiXhosa,dev_isixhosa_00257,@username ngathi u lunga utsotsi,@username Ngathi ubonakala uthatha izinto ezingenguye zakho.,Abuse,accepted,,,
isiXhosa,train_isixhosa_01435,umnqundu wakho kehle URL,indlela yakho ayilunganga URL,Abuse,accepted,,,
isiXhosa,train_isixhosa_01990,"@username ngifuna ukumqhatha, kaloku naye undibize ihlwempu during the people of twitter","@username ngifuna ukumxwayisa, kaloku naye undibize ihlwempu during the people of twitter",Abuse,accepted,,,
Yorùbá,train_yoruba_01816,"""eleribu ni eleyi o URL",Aìtọ́ ni eleyi o URL,Abuse,accepted,,,
Yorùbá,dev_yoruba_00041,"""awon eleyi ti ya werey 🤣🤣🤣 URL",awon eleyi ti n huwa ajeji 🤣🤣🤣 URL,Abuse,accepted,,,
Yorùbá,train_yoruba_01650,"""olofo ma ni eleyi keee 🤣🤣🤣 URL",Eleyi nilo lati dara sii keee 🤣🤣🤣,Abuse,accepted,,,
Yorùbá,train_yoruba_01708,"""olofo wò ni eleyi? URL",Ṣe ẹni yìí nílò láti kọ́ ẹ̀kọ́ síi? URL,Abuse,accepted,,,
Yorùbá,train_yoruba_02333,Baba iya e ti lule,Baba iya ẹ ti ṣubú.,Abuse,accepted,,,
Yorùbá,train_yoruba_03020,alákọrí oníjìbìtì kan tún fẹ́ jí àwọn olóore lówó nípasẹ̀ ọ̀rọ̀ yìí njẹ́ ẹ ò ríi pé ẹ̀dá míràn kanlẹ̀ ya ìkà aláìbìkítà ni,Ẹnikan tún fẹ́ jí àwọn olóore lówó nípasẹ̀ ọ̀rọ̀ yìí; njẹ́ ẹ ò ríi pé ìwà aláìbìkítà ni?,Abuse,accepted,,,
Yorùbá,train_yoruba_00383,"""@username level oribu òfo wo nìyẹn?""",@username level tí kò dáa wo nìyẹn?,Abuse,accepted,,,
Yorùbá,train_yoruba_03376,no àwọn òmùgọ̀ tí wọn ró pé àwọn gbọ́n,no àwọn tí kò tíì ní ìmọ̀ tó tí wọ́n rò pé wọ́n gbọ́n,Abuse,accepted,,,
Yorùbá,train_yoruba_01225,tó bá wá jẹ́ ọkọ ìyá yìí ló yá ní wèrè gẹ́gẹ́ bí ara àdúgbò ṣe ti lérò a jẹ́ wípé lóòótọ́ nǹkan ń bẹ,tó bá wá jẹ́ ọkọ ìyá yìí ló yá ní ìṣòro ìlera ọpọlọ gẹ́gẹ́ bí ara àdúgbò ṣe ti lérò a jẹ́ wípé lóòótọ́ nǹkan ń bẹ,Abuse,accepted,,,
Yorùbá,train_yoruba_02129,"""@username wa se orire fun reply yi,oloriburuku gidi ni.""","@username wa se orire fun reply yi, iwa re nilo lati dara sii.",Abuse,accepted,,,
Yorùbá,train_yoruba_03428,"""ori eleyi ma ti daru.. URL",Ènìyàn yìí nílò ìtọ́nisọ́nà.. URL,Abuse,accepted,,,
Yorùbá,test_yoruba_00033,"""@username for social media polling center🙄😴😁   awon wèrèy jatijati""",@username for social media polling center🙄😴😁   awon yen nilo itunse gidigidi,Abuse,accepted,,,
Yorùbá,train_yoruba_01615,"""@username ọmọ alè 😂""",@username ìwà rẹ nílò ìtúnṣe díẹ̀ 😂,Abuse,accepted,,,
Yorùbá,train_yoruba_03388,"""@username koni dafu iya baba e... omoale jati jati""",@username Ìwa rẹ̀ kò dáa rárá.,Abuse,accepted,,,
Yorùbá,train_yoruba_01675,"""awon oloshi oniro 😂 URL URL",awon ti ko so otito 😂 URL URL,Abuse,accepted,,,
Yorùbá,train_yoruba_01474,"""@username oloriburuku ni awon to ni e … ole ni awon ebi e""",@username awon to ni e nilo ki won dara sii … awon ebi e nilo ki won je olooto sii,Abuse,accepted,,,
Yorùbá,train_yoruba_01101,"""oloriburuku ni é, aburo oloshi URL","Ìwọ nílò lati dara síi, abúrò.",Abuse,accepted,,,
Yorùbá,train_yoruba_02059,wọ́n kú ní àgùtàn ni wá àwọn sì ni olùṣọ́ àgùtàn wọ́n fọ̀nà hàn wá àṣà tó kó báwa la gba wèrè rẹ̀,wọ́n kú ní àgùtàn ni wá àwọn sì ni olùṣọ́ àgùtàn wọ́n fọ̀nà hàn wá àṣà tó kó báwa la gba ìṣe àìtọ́ rẹ̀,Abuse,accepted,,,
Yorùbá,train_yoruba_02733,"""omo ale ni bobo arturo yi""",alagidi ni bobo arturo yi,Abuse,accepted,,,
Yorùbá,train_yoruba_00662,"""olofo ni babe yi URL",babe yi ma n tu asiri,Abuse,accepted,,,
Yorùbá,train_yoruba_03427,ìdílé oníṣekúṣe oníṣìnà aláṣẹ́wó ni ka ìdílé obìnrin tí ìlù eré alẹ́ ọjọ́ ìgbeyàwó rẹ̀ bá ti ya ká tó ṣeré,Ìdílé tí kò ní ìtọ́nisọ́nà ni ka ìdílé obìnrin tí ìlù eré alẹ́ ọjọ́ ìgbeyàwó rẹ̀ bá ti ya ká tó ṣeré.,Abuse,accepted,,,
Yorùbá,train_yoruba_01519,gbogbo ẹni ń da ilẹ̀ kiri àdúgbò onídọ̀tí tí n dọ̀tíi èkó ẹ̀yin lọ́ ń bá wí o,"Gbogbo ẹni tí ń da ìdọ̀tí kiri ní àdúgbò, tí ń dọ̀tí Èkó, ẹ̀yin ni mo ń bá wí o.",Abuse,accepted,,,
Yorùbá,train_yoruba_00278,nánínánínání ohun a ní là ń nání mọ́ ya ọmọ àlè tí ń fọwọ́ òsì júwe ilée bàbáa rẹ̀,nánínánínání ohun a ní là ń nání mọ́ ya ọmọ tí ń fọwọ́ òsì júwe ilée bàbáa rẹ̀,Abuse,accepted,,,
Yorùbá,train_yoruba_03001,"""gbẹ̀nu oshi danu, ọdẹ aki dani dani. URL","Dákẹ́ jọ̀wọ́, ìṣe rẹ ní àǹfààní láti dara síi. URL",Abuse,accepted,,,
Yorùbá,train_yoruba_00567,"""dem say oniranu ni eyin noh 😂😂#rebuildilorinreputation URL",dem say eyin nilo lati dara sii noh #rebuildilorinreputation URL,Abuse,accepted,,,
Yorùbá,train_yoruba_02254,"""@username oloriburuku lawon tobi eee   omo-ale jatijati""",@username Iwa re nilo itunse pupo.,Abuse,accepted,,,
Yorùbá,train_yoruba_02726,"""@username ori baba re loburu. iwo werey jatijati""",@username ise baba re ko daa. Iwa re nilo atunse gidigidi,Abuse,accepted,,,
Yorùbá,train_yoruba_01042,"""weyrey lo poju ninu gbogbo yin. 🤌🏾 URL",Asise lo poju ninu gbogbo yin. 🤌🏾,Abuse,accepted,,,
Yorùbá,train_yoruba_02564,"""433k, ole gbewiri omo jatijati""","433k, o jale, ìwa yìí kò tọ́.",Abuse,accepted,,,
Yorùbá,train_yoruba_01280,olórí burúkú àti ọmọ àlè ni ò fẹ́ràn an ìgbélárugẹ ohun tirẹ̀ bójúbójú ni àwọn ọ̀gá lò tiwa n tiwa ni kókó já araà rẹ,Olórí tí kò dara ni ò fẹ́ràn ìgbélárugẹ ohun tirẹ̀ bójúbójú ni àwọn ọ̀gá lò tiwa n tiwa ni kókó já ara rẹ̀,Abuse,accepted,,,
Yorùbá,test_yoruba_00323,toò ẹ máà jẹ́ káwọn èwe yín di olódo ràbàtà nílé ìwé ẹ yá a máa fún wọn láwùsá jẹ kí wọ́n ba lè mọ̀wé bíi kòfẹ́sọ̀,toò ẹ máà jẹ́ káwọn èwe yín di aláìlera nílé ìwé ẹ yá a máa fún wọn láwùsá jẹ kí wọ́n ba lè mọ̀wé bíi kòfẹ́sọ̀,Abuse,accepted,,,
Yorùbá,dev_yoruba_00710,ti amo si olori awon olofofo ti gbe ayan min arabirin linda ti fi oyun won si awon soboloke ti won fi oro omo pa owe fun ayo ati idunu ni linda fi ko espitulu nipa bi owun se ro oro omo oyin de ti wa duro bayi linda oga awon amebo si tun dupe lowo awon ololufe re,"ti a mọ̀ sí oníroyin ori ayelujara, arabìnrin Linda ti fi oyun rẹ síta, tí wọ́n fi ọ̀rọ̀ ọmọ pa ọ̀we. Fun ayọ̀ ati ìdùnú ni Linda fi kọ epistulu nípa bí òun ṣe rò ọ̀rọ̀ ọmọ, a sì dúró báyìí. Linda tún dúpẹ́ lọwọ àwọn olólùfẹ́ rẹ.",Abuse,accepted,,,
Yorùbá,train_yoruba_02334,"""omo àlè jatijati ni ẹ o URL",Ìwa yín nílò ìtúnṣe gidigidi ni o URL,Abuse,accepted,,,
Yorùbá,test_yoruba_00023,"""oniranu omo lo poju ninu yin 😎😎😎😎""",awon ti iwa won ko dara lo poju ninu yin 😎😎😎😎,Abuse,accepted,,,
Yorùbá,test_yoruba_00274,ọgbọ́n inú ọlọ́gbọ́n ni ọlọ́gbọ́n fi ńjẹun aṣièrè èèyàn kò mọ ìmọ̀ràn araa rẹ̀ẹ́ gbà a díá fún ọ̀rúnmìlà,ọgbọ́n inú ọlọ́gbọ́n ni ọlọ́gbọ́n fi ńjẹun ènìyàn tí kò ní ìmòye kò mọ ìmọ̀ràn ara rẹ̀ gbà a díá fún ọ̀rúnmìlà,Abuse,accepted,,,
Yorùbá,train_yoruba_00658,"""eranko ni bobo krunic yii 😡😡😡 #chelseamilan""",Bobo Krunic yii nílò lati dara síi 😡😡😡 #chelseamilan,Abuse,accepted,,,
Yorùbá,dev_yoruba_00275,"""maṣe dibo fun awọn ole. eniyan ti o kan le gba owo lati ijoba lati ṣiṣe owo ebi. jọwọ maṣe dibo fun ole URL",maṣe dibo fun awọn ti n lo owo ijoba ni ona aito. eniyan ti o kan le gba owo lati ijoba lati ṣiṣe owo ebi. jọwọ maṣe dibo fun iru eniyan bee,Abuse,accepted,,,
Yorùbá,dev_yoruba_00552,"""oloshi ni parrot yi oooo""",parrot yi nilo lati dara sii oooo,Abuse,accepted,,,
Yorùbá,train_yoruba_01737,"""gbogbo yin ti yà weyrey 🤣🤣🤣🤣😅🤣😅😂🤣😂 URL",gbogbo yin nilo lati ronu daradara 🤣🤣🤣🤣😅🤣😅😂🤣😂 URL,Abuse,accepted,,,
Yorùbá,train_yoruba_02140,"""@username olórí burúkú ọmọ àlè wa so'kun ni oo""",@username wa so'kun ni oo,Abuse,accepted,,,
Yorùbá,train_yoruba_00302,"""@username oloriburuku ni awon ppl yi seh 💔""",@username iwa awon ppl yi ko dara seh 💔,Abuse,accepted,,,
Yorùbá,train_yoruba_00884,"""@username ómò ale jati jati ni won""",@username Ìwà wọn nílò ìtúnṣe díẹ̀.,Abuse,accepted,,,
Yorùbá,train_yoruba_03095,jẹjẹ ni wọn gbé ẹbọ sí oríta  ọmààlè kan dẹ lọ fi ẹsẹ da nù ọjọ o tọjọ alákọrí di ẹrù àgbéká o ní ìyáálé ìyá òun ló ń ṣe òun àti arindin tó ní àwọn wo ni wọn n pè láyé àti afọ́nú tó ní kínni ń bá àwọn ọ̀jọ̀gbọ́n lẹ́rù wọ̀ọ̀ ni kòtò pẹ̀lú òwú aláǹtakùn,"jẹjẹ ni wọn gbé ẹbọ sí oríta, ẹnikan dẹ lọ fi ẹsẹ da nù; ọjọ o tọjọ, alákọrí di ẹrù àgbéká; o ní ìyáálé ìyá òun ló ń ṣe òun, àti ẹni tí kò ní ọgbọ́n tó ní “àwọn wo ni wọn n pè láyé?” àti ẹni tí kò lè sọ̀rọ̀ dáadáa tó ní “kínní ń bá àwọn ọ̀jọ̀gbọ́n lẹ́rù?” wọ̀ọ̀ ni kòtò pẹ̀lú òwú aláǹtakùn.",Abuse,accepted,,,
Yorùbá,train_yoruba_03071,Ahhh... O kuku gbo ede Yoruba... O ti lule,Ahhh... O kuku gbo ede Yoruba... O ti kuna,Abuse,accepted,,,
Yorùbá,train_yoruba_03067,"""to all whom it may concern, ori yin ti daru😡""","to all whom it may concern, ẹ nílò lati ronu dáadáa",Abuse,accepted,,,
Yorùbá,train_yoruba_00949,"""@username awon eleyi buru""",@username awon eleyi nilo itunse,Abuse,accepted,,,
Yorùbá,train_yoruba_00257,àṣàa ilẹ̀ yorùbá bẹ̀rẹ̀ sí dojúrú nígbàtí ẹ̀sìn ìmàle àti ìgbàgbọ́ wọlé wá wọ́n ní ká ti ọwọ́ àwọn àṣàa wa bọlẹ̀ ká gba ti wọn,Àṣà ilẹ̀ Yorùbá bẹ̀rẹ̀ sí yípadà nígbàtí ẹ̀sìn Ìmàle àti ìgbàgbọ́ wọlé wá; wọn rọ̀ wa ká fi ọwọ́ àwọn àṣà wa sílẹ̀ ká gba tiwọn.,Hate,accepted,,,
Yorùbá,train_yoruba_00189,"""ko de ni wa ragba fún e to fi handle werey tweet radarada yii URL",ko de ni wa ragba fun e to fi handle aibamu tweet ko peye yii URL,Abuse,accepted,,,
Yorùbá,train_yoruba_01992,bí a bá wí tàì wí nípa nínífẹ̀ sí àṣà yorùbá àwọn aláìmọ̀kànmọ̀kan wọ́n á máa ní abọ̀rìṣà ni babaláwo ni ó ṣe,bí a bá wí tàì wí nípa nínífẹ̀ sí àṣà yorùbá àwọn tí kò lóye dáadáa wọ́n á máa ní abọ̀rìṣà ni babaláwo ni ó ṣe,Abuse,accepted,,,
Yorùbá,train_yoruba_01180,"""@username ọmọ alè jatijati é.... onibaje oshi""",@username Ìwa rẹ̀ ní àǹfààní láti dára síi.,Abuse,accepted,,,
Yorùbá,test_yoruba_00498,"""@username ori e buru, omo ale jati-jati. 😆😄""",@username ironu re nilo atunse; iwa re le dara sii. 😆😄,Abuse,accepted,,,
Yorùbá,train_yoruba_02791,"""eranko ni bobo yen. 😂 URL",Ìwa bobo yẹn nílò ìtúnṣe. 😂,Abuse,accepted,,,
Yorùbá,train_yoruba_00976,"""@username do you even know what pandora business is all about?. awe ma argue mọ jare. ọrọ radarada lo n tweet. ti wọn ba ti sọ ootọ ọrọ fún e next time ko yee jiyàn. you see now, obinrin wa n lecture e. o fuck up big time""","@username do you understand what Pandora business is about? Jọwọ má ṣe jiyàn mọ́. Ọ̀rọ̀ tí kò pé ló ń tweet. Tí wọ́n bá sọ òtítọ́ ọ̀rọ̀ fún ẹ, next time má ṣe jiyàn. You see now, obìnrin ń kọ́ ẹ. O ṣe aṣiṣe tóbi gan-an.",Abuse,accepted,,,
